0	0.10
1448	0.14
2896	0.15
4344	0.16
5792	0.17
7240	0.18
8688	0.19
10136	0.21
11584	0.22
13032	0.23
5792	51.46
14480	51.48
15928	51.49
17376	51.49
18824	51.50
20272	51.52
21720	51.52
23168	51.53
24616	51.54
26064	51.55
27512	102.38
28960	102.40
30408	102.41
31856	102.42
33304	102.42
34752	102.44
36200	102.45
37648	102.45
39096	102.46
40544	102.47
33304	154.33
41992	154.35
43440	154.36
44888	154.37
46336	154.38
47784	154.39
49232	154.40
50680	154.41
52128	154.42
53576	154.42
49232	205.36
55024	205.39
56472	205.40
57920	205.40
59368	205.41
60816	205.43
62264	205.44
63712	205.44
65160	205.45
66608	205.46
56472	256.37
65160	256.39
68056	256.40
69504	256.41
70952	256.42
72400	256.43
73848	256.44
75296	256.45
76744	256.46
78192	256.47
79640	307.29
81088	307.32
82536	307.33
83984	307.34
85432	307.35
86880	307.36
88328	307.37
89776	307.38
91224	307.39
92672	307.40
79640	358.26
82536	358.28
86880	358.29
94120	358.30
95568	358.31
97016	358.32
98464	358.33
99912	358.35
101360	358.35
102808	358.36
104256	409.39
105704	409.42
107152	409.43
108600	409.44
110048	409.45
111496	409.46
112944	409.48
114392	409.50
115840	409.51
117288	409.52
105704	460.37
118736	460.40
120184	460.41
121632	460.42
123080	460.43
124528	460.45
125976	460.47
127424	460.48
128872	460.50
130320	460.51
131768	511.49
133216	511.51
134664	511.52
136112	511.53
137560	511.54
139008	511.55
140456	511.56
141904	511.56
143352	511.57
144800	511.58
146248	612.83
147696	612.85
149144	612.86
150592	612.87
152040	612.88
153488	612.90
154936	612.91
156384	612.91
157832	612.92
159280	612.93
150592	663.80
160728	663.82
162176	663.83
163624	663.84
165072	663.85
166520	663.85
167968	663.87
169416	663.87
170864	663.88
172312	663.89
150592	714.82
173760	714.84
175208	714.85
176656	714.86
178104	714.87
179552	714.87
181000	714.89
182448	714.90
183896	714.90
185344	714.91
186792	765.82
188240	765.84
189688	765.85
191136	765.86
192584	765.87
194032	765.88
195480	765.89
196928	765.90
198376	765.91
199824	765.92
196928	816.89
201272	816.91
202720	816.92
204168	816.93
205616	816.94
207064	816.95
208512	816.96
209960	816.97
211408	816.98
212856	816.99
196928	867.78
207064	867.80
214304	867.81
215752	867.81
217200	867.82
218648	867.83
220096	867.84
221544	867.85
222992	867.86
224440	867.87
225888	918.82
227336	918.84
228784	918.85
230232	918.86
231680	918.87
233128	918.88
234576	918.89
236024	918.90
237472	918.91
238920	918.92
240368	969.89
241816	969.92
243264	969.93
244712	969.95
246160	969.96
247608	969.97
249056	969.99
250504	970.00
251952	970.02
253400	970.03
243264	1021.22
247608	1021.26
254848	1021.27
256296	1021.28
257744	1021.30
259192	1021.31
260640	1021.34
262088	1021.35
263536	1021.37
264984	1021.38
266432	1072.34
267880	1072.36
269328	1072.36
270776	1072.37
272224	1072.37
273672	1072.38
275120	1072.39
276568	1072.40
278016	1072.40
279464	1072.41
270776	1123.10
273672	1123.14
276568	1123.15
280912	1123.16
282360	1123.18
283808	1123.19
285256	1123.21
286704	1123.22
288152	1123.24
289600	1123.25
288152	1174.21
291048	1174.24
292496	1174.26
293944	1174.27
295392	1174.28
296840	1174.29
298288	1174.31
299736	1174.32
301184	1174.34
302632	1174.35
291048	1225.27
304080	1225.30
305528	1225.31
306976	1225.32
308424	1225.34
309872	1225.35
311320	1225.37
312768	1225.38
314216	1225.40
315664	1225.41
317112	1276.30
318560	1276.33
320008	1276.34
321456	1276.35
322904	1276.36
324352	1276.38
325800	1276.40
327248	1276.41
328696	1276.42
330144	1276.44
317112	1327.31
330144	1327.33
331592	1327.35
333040	1327.36
334488	1327.37
335936	1327.39
337384	1327.41
338832	1327.43
340280	1327.44
341728	1327.45
343176	1378.46
344624	1378.48
346072	1378.49
347520	1378.50
348968	1378.51
350416	1378.52
351864	1378.53
353312	1378.55
354760	1378.56
356208	1378.57
354760	1429.76
357656	1429.78
359104	1429.79
360552	1429.80
362000	1429.81
363448	1429.82
364896	1429.83
366344	1429.84
367792	1429.85
369240	1429.86
360552	1480.90
362000	1480.93
370688	1480.94
372136	1480.95
373584	1480.96
375032	1480.97
376480	1480.98
377928	1480.99
379376	1481.00
380824	1481.01
382272	1532.05
383720	1532.08
385168	1532.09
386616	1532.10
388064	1532.11
389512	1532.12
390960	1532.13
392408	1532.14
393856	1532.15
395304	1532.16
396752	1583.20
398200	1583.23
399648	1583.24
401096	1583.25
402544	1583.26
403992	1583.27
405440	1583.28
406888	1583.29
408336	1583.30
409784	1583.31
403992	1634.49
411232	1634.52
412680	1634.53
414128	1634.55
415576	1634.56
417024	1634.57
418472	1634.63
419920	1634.65
421368	1634.66
422816	1634.68
424264	1685.80
425712	1685.82
427160	1685.83
428608	1685.83
430056	1685.84
431504	1685.86
432952	1685.86
434400	1685.87
435848	1685.88
437296	1685.89
424264	1736.92
435848	1736.94
438744	1736.95
440192	1736.96
441640	1736.97
443088	1736.99
444536	1737.00
445984	1737.01
447432	1737.02
448880	1737.03
444536	1788.04
448880	1788.06
450328	1788.07
451776	1788.08
453224	1788.09
454672	1788.10
456120	1788.11
457568	1788.12
459016	1788.13
460464	1788.15
460464	1839.19
461912	1839.21
463360	1839.22
464808	1839.23
466256	1839.24
467704	1839.25
469152	1839.26
470600	1839.27
472048	1839.28
473496	1839.29
460464	1890.17
466256	1890.20
472048	1890.21
474944	1890.23
476392	1890.25
477840	1890.27
479288	1890.28
480736	1890.29
482184	1890.30
483632	1890.31
474944	1941.48
485080	1941.51
486528	1941.52
487976	1941.52
489424	1941.53
490872	1941.55
492320	1941.56
493768	1941.57
495216	1941.58
496664	1941.58
486528	1992.55
492320	1992.58
498112	1992.59
499560	1992.59
501008	1992.60
502456	1992.62
503904	1992.62
505352	1992.63
506800	1992.64
508248	1992.65
499560	2043.72
506800	2043.74
509696	2043.75
511144	2043.76
512592	2043.77
514040	2043.79
515488	2043.80
516936	2043.81
518384	2043.82
519832	2043.83
518384	2094.86
519832	2094.89
521280	2094.90
522728	2094.91
524176	2094.92
525624	2094.93
527072	2094.94
528520	2094.95
529968	2094.96
531416	2094.96
532864	2146.18
534312	2146.21
535760	2146.22
